director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Action Adventure Drama,seven samurai
Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart,Documentary Sport,the other dream team
Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave,Comedy Music Romance,johnny suede
Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,Comedy,finishing the game: the search for a new bruce lee
Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette,Comedy Fantasy Horror,rubber
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home
C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,Comedy Romance,kiss the bride
Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears,Drama Sport,the slaughter rule
Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter,Drama Sci-Fi Thriller,monsters
Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas,Drama,the californians
Sol Tryon,Jim Gaffigan,Ann Dowd,Matthew Cowles,Comedy,the living wake
Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler,Comedy Horror,detention of the dead
Hao Ning,Bo Huang,Zheng Xu,Zhonghua Chen,Comedy Crime,crazy stone
Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn,Biography Documentary Music,scott walker: 30 century man
Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,Drama,everything put together
Andrew Niccol,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,Drama Thriller,good kill
Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Thriller,insomnia manica
William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett,Documentary,the outrageous sophie tucker
Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine,Drama Romance,now is good
Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza,Comedy Horror,girls gone dead
Patrick Gilles,Emma Caulfield,Dylan Baker,Mike Colter,History,america is still the place
Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham,Action Mystery Thriller,subconscious
Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama,crossroads
Jack Heller,Shaun Sipos,Katherine Waterston,Christopher Denham,Mystery Thriller,enter nowhere
Fernando Baez Mella,Manny Perez,Christian Alvarez,Claudette Lalí,Crime Drama,the king of najayo
Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Action Romance Sport,fight to the finish
Darren Lynn Bousman,Paul Sorvino,Barry Bostwick,Terrance Zdunich,Horror Musical,alleluia! the devil's carnival
Justin Paul Miller,Mary Kate Wiles,Jennifer Landa,Felix Avitia,Comedy Mystery Thriller,the sound and the shadow
Joel Paul Reisig,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,Family,rodeo girl
Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders,Action Biography Documentary Sport,born to fly: elizabeth streb vs. gravity
Luke Dye,Mike Stanley,Jeff Delaney,Jamison Stalsworth,Family,the little ponderosa zoo
Sam Raimi,Tim Holmes,Mila Kunis,James Franco,Adventure Family Fantasy,oz the great and powerful
Michael Herz,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Action Comedy Horror Sci-Fi,the toxic avenger
Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,Crime Drama,straight out of brooklyn
Paul Greengrass,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,Drama History War,bloody sunday
Alec Asten,Luis Sanchez,Dennis L.A. White,Fredro Starr,Action,diamond ruff
Hans Canosa,Olivia Wilde,Thomas Lennon,Nora Zehetner,Comedy Drama Romance,conversations with other women
Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,Comedy Horror Musical,poultrygeist: night of the chicken dead
Matthew Watts,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,Comedy Romance,mutual friends
Lloyd Bacon,Ginger Rogers,Dick Powell,George Brent,Comedy Musical Romance,42nd street
Joe Kenemore,Bob Proctor,Jack Canfield,Eric Worre,Documentary,rise of the entrepreneur: the search for a better way
Whit Stillman,Chris Eigeman,Taylor Nichols,Ellia Thompson,Comedy Drama Romance,metropolitan
Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,Comedy Drama Music Romance,as it is in heaven
Eric England,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Drama Horror Mystery Thriller,roadside
Jared Hess,Jon Heder,Diedrich Bader,Jon Gries,Comedy,napoleon dynamite
Jeremy Saulnier,Devin Ratray,Eve Plumb,Amy Hargreaves,Crime Drama Thriller,blue ruin
Oren Peli,Micah Sloat,Ashley Palmer,Amber Armstrong,Horror,paranormal activity
Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament,Documentary Sport,dogtown and z-boys
Terry Gilliam,Eric Idle,Michael Palin,Terry Jones,Adventure Comedy Fantasy,monty python and the holy grail
Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,Drama,quinceañera
Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,Comedy Fantasy Horror Musical,gory gory hallelujah
unknown,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,Drama Fantasy Sci-Fi Thriller,heroes            
Jonathan Caouette,Greg Ayres,Jonathan Caouette,Renee Leblanc,Biography Documentary,tarnation
Ray Griggs,Bill Farmer,Chris Cox,Mike Huckabee,Documentary,i want your money
Matt Jackson,Kane Hodder,Paul Elia,Alex Sanborn,Comedy Horror,love in the time of monsters
Lucio Fulci,Catriona MacColl,David Warbeck,Al Cliver,Horror,the beyond
unknown,Brendon Small,Ron Lynch,Melissa Bardin Galsky,Animation Comedy Drama,home movies            
Tom Vaughan,Treat Williams,Andrew Daly,Michelle Krusiec,Comedy Romance,what happens in vegas
Paul Fox,Dov Tiefenbach,Jeff Seymour,Gordon Currie,Horror Thriller,the dark hours
Stephen Frears,Saeed Jaffrey,Roshan Seth,Garry Cooper,Comedy Drama Romance,my beautiful laundrette
Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Desmond Askew,Drama Horror Mystery Thriller,fabled
Cassandra Nicolaou,Katharine Isabelle,Michelle Nolden,Gabriel Hogan,Drama Thriller,show me
Ingmar Bergman,Liv Ullmann,Ingrid Thulin,Erland Josephson,Drama,cries & whispers
D.W. Griffith,Lillian Gish,Mae Marsh,Walter Long,Drama History War,intolerance: love's struggle throughout the ages
Roger Nygard,Walter Koenig,DeForest Kelley,James Doohan,Documentary,trekkies
Harry Beaumont,Anita Page,Bessie Love,Charles King,Musical Romance,the broadway melody
Sam Raimi,Ted Raimi,Betsy Baker,Ellen Sandweiss,Fantasy Horror,the evil dead
Franck Khalfoun,America Olivo,Nora Arnezeder,Liane Balaban,Horror Thriller,maniac
Mor Loushy,Amos Oz,unknown,unknown,Documentary History,censored voices
Henry Alex Rubin,Mark Zupan,Joe Bishop,Andy Cohn,Documentary Sport,murderball
Sam Firstenberg,Michael Dudikoff,Steve James,Larry Poindexter,Action Drama,american ninja 2: the confrontation
Doug Block,Carol Block,Ellen Block,Mike Block,Documentary,51 birch street
unknown,Billy Burke,Tracy Spiridakos,David Lyons,Action Adventure Drama Sci-Fi,revolution            
Chad Kapper,Tom E. Nicholson,Natalie Welch,Christian Kapper,Family Sci-Fi,rotor dr1
John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller,halloween
Sidney Lumet,Jack Warden,Lee J. Cobb,John Fiedler,Crime Drama,12 angry men
Paul Fierlinger,Isabella Rossellini,Peter Gerety,Lynn Redgrave,Animation Drama,my dog tulip
Frank Capra,Claudette Colbert,Alan Hale,Walter Connolly,Comedy Romance,it happened one night
Yorgos Lanthimos,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,Drama Thriller,dogtooth
Lauren Lazin,James Cagney,Gary Coleman,Todd Bridges,Biography Documentary Music,tupac: resurrection
Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith,Comedy Drama,tumbleweeds
Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Action Fantasy Horror Mystery Thriller,the prophecy
Cédric Klapisch,Simon Abkarian,Zinedine Soualem,Jane Bradbury,Comedy Romance,when the cat's away
Peter Hedges,Oliver Platt,Adrian Martinez,Derek Luke,Comedy Drama,pieces of april
Niall Johnson,Kevin Howarth,Mark Caven,Thierry Harcourt,Drama,the big swap
Kelly Reichardt,Daniel London,Lucy,Will Oldham,Drama,old joy
Kelly Reichardt,John Robinson,Lucy,Will Oldham,Drama,wendy and lucy
Eric Mendelsohn,Embeth Davidtz,Edie Falco,Kathryn Erbe,Drama,3 backyards
Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Crime Drama Romance,pierrot le fou
Florence Ayisi,Vera Ngassa,Beatrice Ntuba,unknown,Documentary,sisters in law
Pan Nalin,unknown,unknown,unknown,Documentary,ayurveda: art of being
Michael Roemer,Yaphet Kotto,Gloria Foster,Ivan Dixon,Drama Romance,nothing but a man
Jesse Peretz,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,Drama Romance,"first love, last rites"
Eddie O'Flaherty,Don Wallace,Eddie Jones,Christina Chambers,Drama Sport,fighting tommy riley
Babar Ahmed,Lalaine,Alexander Wraith,Darren Kendrick,Action Thriller,royal kill
Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,Drama Fantasy Musical Romance,across the universe
John D. Hancock,Trish Basinger,Elizabeth Stenholt,Mary Norwood,Drama Music,the looking glass
Paul Bartel,Sylvester Stallone,David Carradine,Martin Kove,Action Comedy Sci-Fi Sport,death race 2000
Bruce Dellis,Tatyana Ali,Ricky Schroder,Jon Polito,Thriller,locker 13
Pece Dingo,Michael Des Barres,Wilhelm von Homburg,Thom Mathews,Horror,midnight cabaret
Jerome Elston Scott,Taran Killam,Joanna Cassidy,Ryan Carnes,Comedy Drama Romance,anderson's cross
Étienne Faure,Rumi Missabu,Pierre Prieur,Raquel Nave,Drama Musical Romance,bizarre
Herb Freed,Linnea Quigley,Carmen Argenziano,Vanna White,Horror Mystery,graduation day
Jack Perez,Kevin Corrigan,Barry Bostwick,Ahmed Best,Comedy Crime Drama Horror Mystery Thriller,some guy who kills people
Craig Zobel,Dreama Walker,Matt Servitto,James McCaffrey,Biography Crime Drama Thriller,compliance
Kevin Smith,Matt Damon,Ethan Suplee,Joey Lauren Adams,Comedy Drama Romance,chasing amy
Nicole Holofcener,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,Comedy Drama Romance,lovely & amazing
Ken Del Conte,Hector Echavarria,Robert Miano,Ron Roggé,Action Adventure Mystery Romance Thriller,death calls
Justin Lin,Parry Shen,Jason Tobin,Collin Kahey,Crime Drama Romance,better luck tomorrow
Maria Maggenti,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,Comedy Drama Romance,the incredibly true adventure of two girls in love
Miguel Arteta,Lupe Ontiveros,Mike White,Chris Weitz,Comedy Drama,chuck & buck
Piyush Dinker Pandya,Purva Bedi,Rizwan Manji,Anil Kumar,Comedy Drama Romance,american desi
Daniel Columbie,Keri Maletto,Nicholas Simmons,Barbie Castro,Action Crime Drama,amidst the devil's wings
Vincenzo Natali,David Hewlett,Julian Richings,Nicole de Boer,Mystery Sci-Fi Thriller,cube
Emma-Kate Croghan,Radha Mitchell,Frances O'Connor,Matt Day,Comedy Romance,love and other catastrophes
Bill Plympton,Charis Michelsen,Bill Martone,Richard Spore,Animation Comedy Drama Fantasy Sci-Fi,i married a strange person!
Greg Harrison,Amir Talai,Anne Archer,Nora Dunn,Drama Mystery Thriller,november
Drake Doremus,Jennifer Lawrence,Charlie Bewley,Finola Hughes,Drama Romance,like crazy
Al Franklin,Marshal Hilton,Steffinnie Phrommany,Clint Jung,Horror,teeth and blood
Allison Anders,Ally Sheedy,Rosanna Arquette,John Doe,Comedy Music,sugar town
Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,Comedy Drama,the motel
Paul Schrader,Nolan Gerard Funk,Gus Van Sant,James Deen,Drama Thriller,the canyons
unknown,Shirley Henderson,James Norton,Sarah Lancashire,Crime Drama,happy valley            
Lori Silverbush,Judy Marte,Flaco Navaja,Dominic Colón,Drama,on the outs
Jeff Nichols,Michael Abbott Jr.,Natalie Canerday,Travis Smith,Drama Thriller,shotgun stories
Stuart Hazeldine,Colin Salmon,Luke Mably,Pollyanna McIntosh,Mystery Thriller,exam
Hilary Brougher,James Urbaniak,Samantha Buck,Terumi Matthews,Sci-Fi,the sticky fingers of time
Rachel Goldenberg,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull,Drama Musical,sunday school musical
Corbin Bernsen,Corbin Bernsen,Lorne Cardinal,Kirsten Collins,Drama,rust
Jamin Winans,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,Action Drama Fantasy Sci-Fi,ink
Tom Seidman,Florence Henderson,Derek Brandon,Charles Irving Beale,Drama Family,the christmas bunny
Jason Naumann,Victoria Jackson,Kate Flannery,Tim Bagley,Comedy Short,jesus people
Matt Cimber,Stacy Keach,June Lockhart,Stuart Whitman,Crime Drama,butterfly
Sam Martin,Sam Adams,Steve Duin,Jeff Jacob,Documentary,undivided
Andrew Hyatt,Noah Segan,Brit Morgan,Sedona James,Horror Thriller,the frozen
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,Fantasy Romance,the love letter
Joel Paul Reisig,Joshua Ray Bell,Dana Blackstone,Annelyse Ahmad,Family,horse camp
Kristin Rizzo,Esai Morales,Robert Davi,Elaine Hendrix,Documentary,give me shelter
King Vidor,John Gilbert,Renée Adorée,Claire Adams,Drama Romance War,the big parade
Ward Roberts,Sid Haig,Jacob Zachar,Travis Betz,Comedy,little big top
Zoran Lisinac,Matthew Emerick,Brock Baker,Sheldon Bailey,Comedy Music Romance,along the roadside
Nicolas Winding Refn,Tom Hardy,James Lance,Matt King,Action Biography Crime Drama,bronson
James O'Brien,Mark Fantasia,Vivian Lamolli,Greg Jackson,Adventure Drama Fantasy Thriller Western,western religion
Tom Putnam,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,Documentary,burn
Jon Shear,Dan Futterman,Josh Hamilton,Matt Keeslar,Drama,urbania
Al Silliman Jr.,Christina Hart,Nancy Ison,William Condos,Comedy Drama,the stewardesses
Eugène Lourié,Kenneth Tobey,Cecil Kellaway,Ross Elliott,Adventure Horror Sci-Fi,"the beast from 20,000 fathoms"
Richard Fleischer,James Mason,Robert J. Wilke,Paul Lukas,Adventure Drama Family Fantasy Sci-Fi,"20,000 leagues under the sea"
George Miller,Hugh Keays-Byrne,Steve Bisley,Joanne Samuel,Action Adventure Sci-Fi Thriller,mad max
Doug Liman,Jon Favreau,Alex Désert,Blake Lindsley,Comedy Drama,swingers
Sergio Leone,Clint Eastwood,Gian Maria Volontè,Aldo Sambrell,Action Drama Western,a fistful of dollars
Lowell Sherman,Mae West,Gilbert Roland,Louise Beavers,Comedy Drama History Musical Romance,she done him wrong
Maurizio Benazzo,The Dalai Lama,Jasper Johal,Swami Krishnanad,Documentary,short cut to nirvana: kumbh mela
David G. Evans,Michael Joiner,Chris Thomas,Michael Higgenbottom,Drama,the grace card
Ava DuVernay,Omari Hardwick,David Oyelowo,Lorraine Toussaint,Drama,middle of nowhere
Tom Tykwer,Devid Striesow,Sebastian Schipper,Sophie Rois,Comedy Drama Romance,3
Sherman Alexie,William Joseph Elk III,Leo Rossi,Cynthia Geary,Drama Music,the business of fancydancing
Justin Dillon,Matisyahu,Natasha Bedingfield,Madeleine Albright,Documentary History Music,call + response
Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,Crime Drama Thriller,side effects
Stevan Mena,R. Brandon Johnson,Stevan Mena,Richard Glover,Crime Horror Mystery Thriller,malevolence
Adam Rifkin,Marri Savinar,Adam Rifkin,Bethany Blakey,Comedy Drama,shooting the warwicks
Eric Valette,Melanie Papalia,Ryan Kennedy,John Reardon,Horror Sci-Fi Thriller,super hybrid
Jay Duplass,Greta Gerwig,Jennifer Lafleur,Elise Muller,Comedy Drama Horror Romance,baghead
Livingston Oden,Susan Chambers,Victoria Lachelle,Ali Daniels,Comedy Horror Mystery Thriller,solitude
Chris Marker,Marina Vlady,Bertrand Cantat,Léon Schwartzenberg,Documentary,the case of the grinning cat
Carl Theodor Dreyer,Hanne Aagesen,Sylvia Eckhausen,Ejner Federspiel,Drama Fantasy,ordet
Marianna Palka,Bryce Dallas Howard,Martin Starr,Jason Ritter,Comedy Drama Romance,good dick
Richard Schenkman,William Katt,John Billingsley,David Lee Smith,Drama Romance Sci-Fi,the man from earth
Ricki Stern,Darryl Hunt,Evelyn Jefferson,John Reeves,Crime Documentary,the trials of darryl hunt
Nadia Tass,Mia Farrow,Jordan Bridges,Bruce Gooch,Drama Family,an american girl holiday
James Kerwin,John Newton,Chase Masterson,H.M. Wynant,Drama Music Mystery Romance Sci-Fi,yesterday was a lie
C. Fraser Press,Elaine Bromka,Robert Turano,Matthew Gumley,Comedy Drama Music,theresa is a mother
Rania Attieh,Paul Hickert,Robin Bartlett,Rebecca Dayan,Drama Sci-Fi Thriller,h.
Sharon Greytak,Sally Kirkland,Alex Emanuel,Elaine Bromka,Drama,archaeology of a woman
Majid Majidi,Bahare Seddiqi,Amir Farrokh Hashemian,Mohammad Amir Naji,Drama Family,children of heaven
Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,Drama Romance,weekend
Spike Lee,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,Comedy Romance,she's gotta have it
Cary Bell,Abigail Evans,Stacie Evans,Emily Gorell,Documentary,butterfly girl
Nicolae Constantin Tanase,Iulia Ciochina,Ana Maria Guran,Ana Vatamanu,Drama,the world is mine
Mike Cahill,Robin Lord Taylor,William Mapother,Flint Beverage,Drama Romance Sci-Fi,another earth
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller,the calling
Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,Crime Drama Thriller,sweet sweetback's baadasssss song
Ken Roht,Charla Cochran,Joe Lev,Sienna Beckman,Drama,perfect cowboy
Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,Comedy Drama Romance,tadpole
John Carney,Glen Hansard,Markéta Irglová,Darren Healy,Drama Music Romance,once
Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,the woman chaser
Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,Documentary,the horse boy
Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,when the lights went out
Eric Bugbee,Joel Moody,Bill Allen,Lia Tucker,Action Drama Sport,heroes of dirt
Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror Thriller,the texas chain saw massacre
Bill Melendez,Peter Robbins,Bill Melendez,Christopher Shea,Animation Comedy Family,a charlie brown christmas
Dena Seidel,Naderev Sano,Hugh Ducklow,Mike Brett,Adventure Documentary,antarctic edge: 70° south
Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused
Sara Newens,Ariel Hsing,Xinhua Jiang,Michael Landers,Documentary,top spin
Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,Documentary,roger & me
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people
Sai Varadan,J.D. Williams,Hassan Johnson,Samantha Esteban,Drama,an american in hollywood
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,Drama Mystery Sci-Fi Thriller,sound of my voice
Amal Al-Agroobi,unknown,unknown,unknown,Documentary Family,the brain that sings
Andrew Berends,unknown,unknown,unknown,Documentary War,the blood of my brother
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,Comedy Drama,your sister's sister
Valentine,Diane Sorrentino,Valentine,unknown,Romance,romantic schemer
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead
Jean-Luc Godard,Philippe Leroy,Macha Méril,Rita Maiden,Drama,une femme mariée
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation
Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,the work and the story
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,Drama Sport,facing the giants
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Horror Thriller,the gallows
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Fantasy Horror Sci-Fi,eraserhead
Harry F. Millarde,Stephen Carr,Johnnie Walker,Mary Carr,Crime Drama,over the hill to the poorhouse
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,Comedy Drama,the mighty
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Crime Drama Sport,penitentiary
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,Comedy Horror Sci-Fi,the lost skeleton of cadavra
Stephen Langford,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Family,"dude, where's my dog?!"
